Word,Tooltip Tip,Glossary Link,File Name
access token,"Access Token: Authorization credential, in the form of an opaque string or JWT, used to access an API.",/docs/glossary?term=access+token,docs/manage-users/user-accounts/user-profiles/configure-connection-sync-with-auth0.mdx
Identity Provider,Identity Provider (IdP): Service that stores and manages digital identities.,/docs/glossary?term=Identity+Provider,docs/manage-users/user-accounts/user-profiles/root-attributes.mdx
Management API,Management API: A product to allow customers to perform administrative tasks.,/docs/glossary?term=Management+API,docs/manage-users/user-accounts/user-profiles/root-attributes.mdx
Identity Provider,Identity Provider (IdP): Service that stores and manages digital identities.,/docs/glossary?term=Identity+Provider,docs/manage-users/user-accounts/user-profiles/normalized-user-profiles.mdx
ID Tokens,"ID Token: Credential meant for the client itself, rather than for accessing a resource.",/docs/glossary?term=ID+Tokens,docs/manage-users/user-accounts/user-profiles/normalized-user-profiles.mdx
identity providers,Identity Provider (IdP): Service that stores and manages digital identities.,/docs/glossary?term=identity+providers,docs/manage-users/user-accounts/user-profiles/user-profile-structure.mdx
Management API,Management API: A product to allow customers to perform administrative tasks.,/docs/glossary?term=Management+API,docs/manage-users/user-accounts/user-profiles/root-attributes/update-root-attributes-for-users.mdx
Access Token,"Access Token: Authorization credential, in the form of an opaque string or JWT, used to access an API.",/docs/glossary?term=Access+Token,docs/manage-users/user-accounts/user-profiles/root-attributes/update-root-attributes-for-users.mdx
scope,Mechanism that determines actions applications can perform on a user,N/A,docs/manage-users/user-accounts/user-profiles/root-attributes/update-root-attributes-for-users.mdx
Management API,Management API: A product to allow customers to perform administrative tasks.,/docs/glossary?term=Management+API,docs/manage-users/user-accounts/user-profiles/root-attributes/set-root-attributes-during-user-sign-up.mdx
Access Token,"Access Token: Authorization credential, in the form of an opaque string or JWT, used to access an API.",/docs/glossary?term=Access+Token,docs/manage-users/user-accounts/user-profiles/root-attributes/set-root-attributes-during-user-sign-up.mdx
scope,Mechanism that determines actions applications can perform on a user,N/A,docs/manage-users/user-accounts/user-profiles/root-attributes/set-root-attributes-during-user-sign-up.mdx
Management API,Management API: A product to allow customers to perform administrative tasks.,/docs/glossary?term=Management+API,docs/manage-users/user-accounts/user-profiles/root-attributes/set-root-attributes-during-user-import.mdx
Access Token,"Access Token: Authorization credential, in the form of an opaque string or JWT, used to access an API.",/docs/glossary?term=Access+Token,docs/manage-users/user-accounts/user-profiles/root-attributes/set-root-attributes-during-user-import.mdx
scope,Mechanism that determines actions applications can perform on a user,N/A,docs/manage-users/user-accounts/user-profiles/root-attributes/set-root-attributes-during-user-import.mdx
authorization flow,Authorization Flow: Authorization grant (or workflow) specified in the OAuth 2.0 framework.,/docs/glossary?term=authorization+flow,docs/manage-users/access-control/sample-use-cases-role-based-access-control.mdx
Access Token,"Access Token: Authorization credential, in the form of an opaque string or JWT, used to access an API.",/docs/glossary?term=Access+Token,docs/manage-users/access-control/sample-use-cases-role-based-access-control.mdx
Access Token,"Access Token: Authorization credential, in the form of an opaque string or JWT, used to access an API.",/docs/glossary?term=Access+Token,docs/manage-users/access-control/rules-for-authorization-policies.mdx
Access Token,"Access Token: Authorization credential, in the form of an opaque string or JWT, used to access an API.",/docs/glossary?term=Access+Token,docs/manage-users/access-control/sample-use-cases-actions-with-authorization.mdx
Audience,"Audience: Unique identifier of the audience for an issued token. Named aud in a token, its value contains the ID of either an application (Client ID) for an ID Token or an API (API Identifier) for an Access Token.",/docs/glossary?term=Audience,docs/manage-users/access-control/sample-use-cases-actions-with-authorization.mdx
JWT,JSON Web Token (JWT): Standard ID Token format (and often Access Token format) used to represent claims securely between two parties.,/docs/glossary?term=JWT,docs/manage-users/access-control/sample-use-cases-actions-with-authorization.mdx
Management API,Management API: A product to allow customers to perform administrative tasks.,/docs/glossary?term=Management+API,docs/manage-users/access-control/configure-core-rbac.mdx
Access Token,"Access Token: Authorization credential, in the form of an opaque string or JWT, used to access an API.",/docs/glossary?term=Access+Token,docs/manage-users/access-control/sample-use-cases-rules-with-authorization.mdx
Audience,"Audience: Unique identifier of the audience for an issued token. Named aud in a token, its value contains the ID of either an application (Client ID) for an ID Token or an API (API Identifier) for an Access Token.",/docs/glossary?term=Audience,docs/manage-users/access-control/sample-use-cases-rules-with-authorization.mdx
Management API,Management API: A product to allow customers to perform administrative tasks.,/docs/glossary?term=Management+API,docs/manage-users/access-control/sample-use-cases-rules-with-authorization.mdx
Auth0 Dashboard,Auth0 Dashboard: Auth0,N/A,docs/manage-users/access-control/configure-core-rbac/enable-role-based-access-control-for-apis.mdx
Management API,Auth0 Dashboard: Auth0,N/A,docs/manage-users/access-control/configure-core-rbac/enable-role-based-access-control-for-apis.mdx
access token,"Access Token: Authorization credential, in the form of an opaque string or JWT, used to access an API.",/docs/glossary?term=access+token,docs/manage-users/access-control/configure-core-rbac/enable-role-based-access-control-for-apis.mdx
Management API,Management API: A product to allow customers to perform administrative tasks.,/docs/glossary?term=Management+API,docs/manage-users/access-control/configure-core-rbac/roles.mdx
Auth0 Dashboard,Auth0 Dashboard: Auth0,N/A,docs/manage-users/access-control/configure-core-rbac/roles.mdx
Auth0 Dashboard,Auth0 Dashboard: Auth0,N/A,docs/manage-users/access-control/configure-core-rbac/rbac-users.mdx
Management API,Auth0 Dashboard: Auth0,N/A,docs/manage-users/access-control/configure-core-rbac/rbac-users.mdx
Auth0 Dashboard,Auth0 Dashboard: Auth0,N/A,docs/manage-users/access-control/configure-core-rbac/manage-permissions.mdx
Management API,Auth0 Dashboard: Auth0,N/A,docs/manage-users/access-control/configure-core-rbac/manage-permissions.mdx
Auth0 Dashboard,Auth0 Dashboard: Auth0,N/A,docs/manage-users/access-control/configure-core-rbac/roles/remove-permissions-from-roles.mdx
Management API,Auth0 Dashboard: Auth0,N/A,docs/manage-users/access-control/configure-core-rbac/roles/remove-permissions-from-roles.mdx
access token,"Access Token: Authorization credential, in the form of an opaque string or JWT, used to access an API.",/docs/glossary?term=access+token,docs/manage-users/access-control/configure-core-rbac/roles/remove-permissions-from-roles.mdx
Auth0 Dashboard,Auth0 Dashboard: Auth0,N/A,docs/manage-users/access-control/configure-core-rbac/roles/delete-roles.mdx
Management API,Auth0 Dashboard: Auth0,N/A,docs/manage-users/access-control/configure-core-rbac/roles/delete-roles.mdx
access token,"Access Token: Authorization credential, in the form of an opaque string or JWT, used to access an API.",/docs/glossary?term=access+token,docs/manage-users/access-control/configure-core-rbac/roles/delete-roles.mdx
Auth0 Dashboard,Auth0 Dashboard: Auth0,N/A,docs/manage-users/access-control/configure-core-rbac/roles/view-role-permissions.mdx
Management API,Auth0 Dashboard: Auth0,N/A,docs/manage-users/access-control/configure-core-rbac/roles/view-role-permissions.mdx
access token,"Access Token: Authorization credential, in the form of an opaque string or JWT, used to access an API.",/docs/glossary?term=access+token,docs/manage-users/access-control/configure-core-rbac/roles/view-role-permissions.mdx
Auth0 Dashboard,Auth0 Dashboard: Auth0,N/A,docs/manage-users/access-control/configure-core-rbac/roles/edit-role-definitions.mdx
Management API,Auth0 Dashboard: Auth0,N/A,docs/manage-users/access-control/configure-core-rbac/roles/edit-role-definitions.mdx
access token,"Access Token: Authorization credential, in the form of an opaque string or JWT, used to access an API.",/docs/glossary?term=access+token,docs/manage-users/access-control/configure-core-rbac/roles/edit-role-definitions.mdx
Management API,Management API: A product to allow customers to perform administrative tasks.,/docs/glossary?term=Management+API,docs/manage-users/access-control/configure-core-rbac/roles/create-roles.mdx
Auth0 Dashboard,Auth0 Dashboard: Auth0,N/A,docs/manage-users/access-control/configure-core-rbac/roles/create-roles.mdx
